ord_number,origin_cmp_id,origin_cmp_name,dest_cmp_id,dest_cmp_name,orderby_cmp_id,orderby_cmp_name,orderby_cty_nmstct,billto_cmp_id,billto_cmp_name,billto_cty_nmstct,ord_status,ord_startdate,ord_completiondate,ord_originstate,ord_deststate,ord_revtype1,orderheader_ord_revtype1_t,ord_revtype2,orderheader_ord_revtype2_t,ord_revtype3,orderheader_ord_revtype3_t,ord_revtype4,orderheader_ord_revtype4_t,mov_number,ord_charge,ord_totalcharge,ord_accessorial_chrg,ord_priority,ord_originregion1,ord_destregion1,ord_reftype,ord_refnum,ord_status,ord_invoicestatus,origin_cty_nmstct,dest_cyt_nmstct,cmd_code,ord_description,ord_remark,ord_hdrnumber,ord_trailer,ord_bookdate,ord_bookedby,ord_booked_revtype1,ord_entryport,ord_exitport,ord_driver1,ord_tractor,ord_odmetermiles,ord_route,ord_route_effc_date,ord_route_exp_date,origin_cmp_primaryphone,dest_cmp_primaryphone,billto_cmp_primaryphone,ord_totalmiles,ord_carrier,ord_trailer2,ord_chassis,ord_chassis2,origin_earliest,origin_latest,dest_earliest,dest_latest,lgh_204status,lgh_204date,ord_broker,shipper_radius,consignee_radius,carrier_pay,paydetail_lgh,paydetail_acc,paydetail_fuel,paydetail_tot
1331744,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/09/2024 1:31,01/09/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1377783,16500,16500,0,3,QR,MX,BL#,6500387506,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131811,47131811-Productos de lavandería,,1331744,53532,12/21/2023 23:00:02:68,MACL,OCC,UNKNOWN,UNKNOWN,CIRGU,1921,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/09/2024 13:19,01/09/2024 13:19,01/09/2024 19:26,01/09/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1331745,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/10/2024 1:31,01/10/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1377784,16500,16500,0,3,QR,MX,BL#,6500387719,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131811,47131811-Productos de lavandería,,1331745,53532,12/21/2023 23:00:02:68,MACL,OCC,UNKNOWN,UNKNOWN,CIRGU,1921,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/10/2024 13:19,01/10/2024 13:19,01/10/2024 19:26,01/10/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1333791,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/06/2024 1:31,01/06/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1379831,16500,16500,0,3,QR,MX,BL#,6500387032,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131810,47131810-Productos para el lavaplatos,,1333791,53811,12/29/2023 10:50:03:923,MACL,OCC,UNKNOWN,UNKNOWN,GALSA,1911,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/06/2024 13:19,01/06/2024 13:19,01/06/2024 19:26,01/06/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1333792,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/09/2024 1:31,01/09/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1379832,16500,16500,0,3,QR,MX,BL#,6500387564,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131811,47131811-Productos de lavandería,,1333792,53811,12/29/2023 10:50:03:923,MACL,OCC,UNKNOWN,UNKNOWN,GALSA,1911,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/09/2024 13:19,01/09/2024 13:19,01/09/2024 19:26,01/09/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1333793,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/10/2024 1:31,01/10/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1379833,16500,16500,0,3,QR,MX,BL#,6500387626,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131801,47131801-Limpiadores de pisos,,1333793,53811,12/29/2023 10:50:03:923,MACL,OCC,UNKNOWN,UNKNOWN,GALSA,1911,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/10/2024 13:19,01/10/2024 13:19,01/10/2024 19:26,01/10/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1334763,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/10/2024 23:00,01/11/2024 1:10,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1380830,16500,16500,0,3,QR,MX,BL#,6500387834,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131811,47131811-Productos de lavandería,,1334763,53747,1/3/2024 12:56:22:65,MACL,OCC,UNKNOWN,UNKNOWN,IBAANY,1793,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/10/2024 23:01,01/10/2024 23:01,01/11/2024 23:10,01/11/2024 23:10,,,UNKNOWN,,,,0,0,0,0
1334778,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CAN,01/10/2024 0:42,01/10/2024 2:43,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1380846,16500,16500,0,3,QR,MX,BL#,,CAN,XIN,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",42151909,42151909-Pastas o kits de prevención dental,,1334778,54043,1/3/2024 14:37:54:97,MACL,OCC,UNKNOWN,UNKNOWN,CAMARM,1764,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/10/2024 13:19,01/10/2024 13:19,01/10/2024 19:26,01/10/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1335185,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/07/2024 1:31,01/07/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1381251,16500,16500,0,3,QR,MX,BL#,6500387237,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131811,47131811-Productos de lavandería,,1335185,53711,1/4/2024 17:01:49:423,MACL,OCC,UNKNOWN,UNKNOWN,DEJJOR,1929,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/07/2024 13:19,01/07/2024 13:19,01/07/2024 19:26,01/07/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1335186,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/08/2024 1:31,01/08/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1381252,16500,16500,0,3,QR,MX,BL#,6500387427,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",53131628,53131628-Champús,,1335186,53711,1/4/2024 17:01:49:423,MACL,OCC,UNKNOWN,UNKNOWN,DEJJOR,1929,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/08/2024 13:19,01/08/2024 13:19,01/08/2024 19:26,01/08/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1335187,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/09/2024 1:31,01/09/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1381253,16500,16500,0,3,QR,MX,BL#,6500387509,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131801,47131801-Limpiadores de pisos,,1335187,53711,1/4/2024 17:01:49:423,MACL,OCC,UNKNOWN,UNKNOWN,DEJJOR,1929,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/09/2024 13:19,01/09/2024 13:19,01/09/2024 19:26,01/09/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1335435,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CAN,01/11/2024 1:31,01/11/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1381500,16500,16500,0,3,QR,MX,BL#,,CAN,XIN,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",42151909,42151909-Pastas o kits de prevención dental,,1335435,54043,1/5/2024 10:33:47:65,MACL,OCC,UNKNOWN,UNKNOWN,CAMARM,1764,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/11/2024 13:19,01/11/2024 13:19,01/11/2024 19:26,01/11/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1335438,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CAN,01/09/2024 1:31,01/09/2024 1:32,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1381503,16500,16500,0,3,QR,MX,BL#,,CAN,XIN,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",42151909,42151909-Pastas o kits de prevención dental,,1335438,54043,1/5/2024 10:33:47:663,MACL,OCC,UNKNOWN,UNKNOWN,CAMARM,1764,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/09/2024 13:19,01/09/2024 13:19,01/09/2024 19:26,01/09/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1335506,COLITU,COLGATE ITURBIDE,IMPMOR,IMPULSORA SAHUAYO,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/07/2024 7:00,01/08/2024 11:01,GJ,MH,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1381568,28700,28700,0,3,QR,QR,BL#,7001424224,CMP,PPD,"SAN JOSE ITURBIDE,GJ","MORELIA,MH",53131608,53131608-Jabones,78101800,1335506,53747,1/5/2024 15:51:35:947,MACL,QRO,UNKNOWN,UNKNOWN,IBAANY,1793,388,,,,,,,388,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/07/2024 4:23,01/07/2024 6:23,01/08/2024 9:01,01/08/2024 9:01,,,UNKNOWN,,,,0,0,0,0
1335507,COLITU,COLGATE ITURBIDE,SANJCLEO,SAN JORGE Y CIA BODEGA PRINCIPAL,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/07/2024 7:00,01/08/2024 1:00,GJ,GJ,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1381569,24500,24500,0,3,QR,QR,BL#,7001424817,CMP,PPD,"SAN JOSE ITURBIDE,GJ","LEON,GJ",47131801,47131801-Limpiadores de pisos,78101800,1335507,53913,1/5/2024 15:51:35:947,MACL,QRO,UNKNOWN,UNKNOWN,GALANG,1789,212,,,,,,,212,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/07/2024 4:23,01/07/2024 6:23,01/08/2024 1:00,01/08/2024 1:00,,,UNKNOWN,,,,0,0,0,0
1335508,COLITU,COLGATE ITURBIDE,IMPMOR,IMPULSORA SAHUAYO,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/08/2024 7:00,01/09/2024 11:01,GJ,MH,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1381570,28700,28700,0,3,QR,QR,BL#,7001424225,CMP,PPD,"SAN JOSE ITURBIDE,GJ","MORELIA,MH",53131628,53131628-Champús,78101800,1335508,53700,1/5/2024 15:51:35:947,MACL,QRO,UNKNOWN,UNKNOWN,PERJAV,1846,388,,,,,,,388,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/08/2024 4:23,01/08/2024 4:23,01/09/2024 9:01,01/09/2024 9:01,,,UNKNOWN,,,,0,0,0,0
1335509,COLITU,COLGATE ITURBIDE,ALPZES,"PRODUCTOS DE CONSUMO Z, SA DE CV",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/08/2024 7:00,01/09/2024 16:53,GJ,JA,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1381571,27000,27000,0,3,QR,GD,BL#,7001424364,CMP,PPD,"SAN JOSE ITURBIDE,GJ","EL SALTO,JA",47131810,47131810-Productos para el lavaplatos,78101800,1335509,53796,1/5/2024 15:51:35:947,MACL,QRO,UNKNOWN,UNKNOWN,SUAABE,1792,456,,,,,,,456,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/08/2024 9:00,01/08/2024 9:00,01/09/2024 16:53,01/09/2024 16:53,,,UNKNOWN,,,,0,0,0,0
1335519,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/11/2024 1:31,01/11/2024 9:38,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1381581,16500,16500,0,3,QR,MX,BL#,6500387838,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131811,47131811-Productos de lavandería,,1335519,53532,1/5/2024 16:26:14:657,MACL,OCC,UNKNOWN,UNKNOWN,CIRGU,1921,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/11/2024 13:19,01/11/2024 13:19,01/11/2024 19:26,01/11/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1336110,COLITU,COLGATE ITURBIDE,SANJCLEO,SAN JORGE Y CIA BODEGA PRINCIPAL,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/08/2024 7:00,01/09/2024 11:01,GJ,GJ,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1382166,24500,24500,0,3,QR,QR,BL#,7001424822,CMP,PPD,"SAN JOSE ITURBIDE,GJ","LEON,GJ",47131811,47131811-Productos de lavandería,78101800,1336110,53913,1/8/2024 08:59:01:893,MACL,QRO,UNKNOWN,UNKNOWN,GALANG,1789,212,,,,,,,212,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/08/2024 4:23,01/08/2024 6:23,01/09/2024 9:01,01/09/2024 9:01,,,UNKNOWN,,,,0,0,0,0
1336155,COLITU,COLGATE ITURBIDE,SANJCLEO,SAN JORGE Y CIA BODEGA PRINCIPAL,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/09/2024 13:31,01/10/2024 17:32,GJ,GJ,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1382213,24500,24500,0,3,QR,QR,BL#,7001424965,CMP,PPD,"SAN JOSE ITURBIDE,GJ","LEON,GJ",47131811,47131811-Productos de lavandería,78101800,1336155,53747,1/8/2024 12:19:05:98,MACL,QRO,UNKNOWN,UNKNOWN,IBAANY,1793,212,,,,,,,212,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/09/2024 10:54,01/09/2024 12:54,01/10/2024 15:32,01/10/2024 15:32,,,UNKNOWN,,,,0,0,0,0
1336440,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/10/2024 1:31,01/10/2024 1:32,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1382500,16500,16500,0,3,QR,MX,BL#,6500387877,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131811,47131811-Productos de lavandería,,1336440,53711,1/8/2024 23:07:40:423,MACL,OCC,UNKNOWN,UNKNOWN,DEJJOR,1929,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/10/2024 13:19,01/10/2024 15:19,01/10/2024 19:26,01/10/2024 21:26,,,UNKNOWN,,,,0,0,0,0
1336441,COLITU,COLGATE ITURBIDE,CEDTUL06,CEDIS COLGATE TULTITLAN,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/11/2024 0:39,01/11/2024 6:46,GJ,EM,OCC,RevType1,QRO,RevType2,COLDED,RevType3,EC4,RevType4,1382501,16500,16500,0,3,QR,MX,BL#,6500388010,CMP,PPD,"SAN JOSE ITURBIDE,GJ","TULTITLAN,EM",47131801,47131801-Limpiadores de pisos,,1336441,53711,1/8/2024 23:07:40:453,MACL,OCC,UNKNOWN,UNKNOWN,DEJJOR,1929,238,,,,,,,238,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/11/2024 13:19,01/11/2024 13:19,01/11/2024 19:26,01/11/2024 19:26,,,UNKNOWN,,,,0,0,0,0
1336608,COLITU,COLGATE ITURBIDE,ABALEO01,"ABARROTERA LEON GJ, MEX",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/10/2024 7:00,01/11/2024 14:52,GJ,GJ,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1382668,24500,24500,0,3,QR,QR,BL#,7001426359,CMP,PPD,"SAN JOSE ITURBIDE,GJ","LEON,GJ",47131801,47131801-Limpiadores de pisos,78101800,1336608,53913,1/9/2024 14:38:07:04,MACL,QRO,UNKNOWN,UNKNOWN,GALANG,1789,223,,,,,,,223,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/10/2024 10:54,01/10/2024 12:54,01/11/2024 12:52,01/11/2024 12:52,,,UNKNOWN,,,,0,0,0,0
1336609,COLITU,COLGATE ITURBIDE,DUELAZ,DUERO LAZARO CARDENAS,COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",COLGATEP,COLGATE PALMOLIVE S.A. DE C.V.,"SAN JOSE ITURBIDE,GJ",CMP,01/11/2024 7:00,01/12/2024 11:01,GJ,MH,QRO,RevType1,QRO,RevType2,COLSJI,RevType3,EC4,RevType4,1382669,39000,39000,0,3,QR,QR,BL#,7001426379,CMP,PPD,"SAN JOSE ITURBIDE,GJ","LAZARO CARDENAS,MH",42151909,42151909-Pastas o kits de prevención dental,78101800,1336609,53700,1/9/2024 14:38:07:04,MACL,QRO,UNKNOWN,UNKNOWN,PERJAV,1846,694,,,,,,,694,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,01/11/2024 10:54,01/11/2024 10:54,01/12/2024 15:32,01/12/2024 15:32,,,UNKNOWN,,,,0,0,0,0
